number_id,name,slug,description,price,available,stock,created_at,updated_at,image
2209,"Bikano and Lehar Namkeen, Packaging Size: 400 and 200 Grams",Slug2209,The retail veterans who once decided what to sell best prodcut in the world,3720,1,195,2016-01-29,2016-01-30,/products/2018/06/11/e.jpg
2210,Nutcracker Namkeen,Slug2210,Select and compare the latest features and innovations available in the new All other products.,2526,1,448,2016-01-30,2016-01-31,/products/2018/06/11/i.jpg
2211,Nadyadi Mix Namkeens,Slug2211,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,576,1,133,2016-01-31,2016-02-01,/products/2018/06/11/g.jpg
2212,"Wafe Namkeen, Packaging Type: Packet",Slug2212,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,3780,1,20,2016-02-01,2016-02-02,/products/2018/06/11/e.jpg
2213,Gol Mol Pani Puri,Slug2213,Solve the Problem and make your system better,4312,1,107,2016-02-02,2016-02-03,/products/2018/06/11/i.jpg
2214,Namkeen Snacks,Slug2214,Select and compare the latest features and innovations available in the new All other products.,1947,1,205,2016-02-03,2016-02-04,/products/2018/06/11/i.jpg
2215,Namkeen,Slug2215,Select and compare the latest features and innovations available in the new All other products.,375,1,389,2016-02-04,2016-02-05,/products/2018/06/11/f.jpg
2216,Peanut Mixture Namkeen,Slug2216,Select and compare the latest features and innovations available in the new All other products.,2407,1,383,2016-02-05,2016-02-06,/products/2018/06/11/g.jpg
2217,"Sing Bhujia Tasty, Packaging Type: Packet",Slug2217,Solve the Problem and make your system better,2436,1,282,2016-02-06,2016-02-07,/products/2018/06/11/c.jpg
2218,Aloo Bhujia,Slug2218,Solve the Problem and make your system better,336,1,198,2016-02-07,2016-02-08,/products/2018/06/11/e.jpg
2219,Garden Farsan Snacks,Slug2219,They are known for the performance and the quality.They Promise you best and always deliver.,1088,1,271,2016-02-08,2016-02-09,/products/2018/06/11/c.jpg
2220,"Indian Namkeen, Packaging Type: Packet And Loose Packaging",Slug2220,Select and compare the latest features and innovations available in the new All other products.,1013,1,453,2016-02-09,2016-02-10,/products/2018/06/11/e.jpg
2221,"Sapres Khari Bundi, Packaging Type: Packet",Slug2221,Select and compare the latest features and innovations available in the new All other products.,4254,1,360,2016-02-10,2016-02-11,/products/2018/06/11/e.jpg
2222,Haldiram All In One Namkeen,Slug2222,The retail veterans who once decided what to sell best prodcut in the world,3414,1,103,2016-02-11,2016-02-12,/products/2018/06/11/e.jpg
2223,Roasted Namkeen,Slug2223,Solve the Problem and make your system better,3442,1,152,2016-02-12,2016-02-13,/products/2018/06/11/a.jpg
2224,Sing Bhujia,Slug2224,Solve the Problem and make your system better,1845,1,76,2016-02-13,2016-02-14,/products/2018/06/11/d.jpg
2225,Dabela Chana,Slug2225,Change the old habbit that you are forced with old system.We deliver the new and better system,1342,1,336,2016-02-14,2016-02-15,/products/2018/06/11/b.jpg
2226,Ratlami Namkeen Sev,Slug2226,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,3460,1,145,2016-02-15,2016-02-16,/products/2018/06/11/i.jpg
2227,Mixture Namkeens,Slug2227,Solve the Problem and make your system better,3970,1,37,2016-02-16,2016-02-17,/products/2018/06/11/g.jpg
2228,Besan Bhujia Namkeen,Slug2228,Select and compare the latest features and innovations available in the new All other products.,870,1,441,2016-02-17,2016-02-18,/products/2018/06/11/d.jpg
2229,Badam Lachha Mixture Namkeen,Slug2229,Change the old habbit that you are forced with old system.We deliver the new and better system,1331,1,351,2016-02-18,2016-02-19,/products/2018/06/11/h.jpg
2230,Madrasi Mixture Namkeens,Slug2230,Solve the Problem and make your system better,3650,1,308,2016-02-19,2016-02-20,/products/2018/06/11/h.jpg
2231,Raw Yellow Potato Sev Namkeen,Slug2231,Solve the Problem and make your system better,1607,1,469,2016-02-20,2016-02-21,/products/2018/06/11/h.jpg
2232,Cushioned Plastic Chair,Slug2232,Solve the Problem and make your system better,1956,1,421,2016-02-21,2016-02-22,/products/2018/06/11/b.jpg
2233,PP Chiavari Chair,Slug2233,Select and compare the latest features and innovations available in the new All other products.,2853,1,423,2016-02-22,2016-02-23,/products/2018/06/11/f.jpg
2234,Strong Plastic Chair,Slug2234,The retail veterans who once decided what to sell best prodcut in the world,2778,1,403,2016-02-23,2016-02-24,/products/2018/06/11/a.jpg
2235,Plastic Steel Chair,Slug2235,Select and compare the latest features and innovations available in the new All other products.,3170,1,13,2016-02-24,2016-02-25,/products/2018/06/11/a.jpg
2236,Boss Tents Black and White Plastic Chair,Slug2236,Change the old habbit that you are forced with old system.We deliver the new and better system,402,1,10,2016-02-25,2016-02-26,/products/2018/06/11/f.jpg
2237,Standard Plastic Chair With Steel - Aluminium Legs,Slug2237,Select and compare the latest features and innovations available in the new All other products.,501,1,71,2016-02-26,2016-02-27,/products/2018/06/11/c.jpg
2238,Optional Standard Mesh Plastic Chair,Slug2238,Solve the Problem and make your system better,3448,1,68,2016-02-27,2016-02-28,/products/2018/06/11/a.jpg
2239,Coconut Water with Lychee in Tetra pack,Slug2239,Solve the Problem and make your system better,4050,1,58,2016-02-28,2016-02-29,/products/2018/06/11/h.jpg
2240,"Multi Plastic Chair, For Indoor And Outdoor",Slug2240,Solve the Problem and make your system better,4231,1,3,2016-02-29,2016-03-01,/products/2018/06/11/f.jpg
2241,Plastic Monoblock Chairs,Slug2241,Change the old habbit that you are forced with old system.We deliver the new and better system,1326,1,270,2016-03-01,2016-03-02,/products/2018/06/11/b.jpg
2242,Plastic Chair,Slug2242,The retail veterans who once decided what to sell best prodcut in the world,3888,1,363,2016-03-02,2016-03-03,/products/2018/06/11/g.jpg
2243,Plastic Chair,Slug2243,Change the old habbit that you are forced with old system.We deliver the new and better system,746,1,127,2016-03-03,2016-03-04,/products/2018/06/11/d.jpg
2244,Plastic Chairs,Slug2244,Change the old habbit that you are forced with old system.We deliver the new and better system,3467,1,202,2016-03-04,2016-03-05,/products/2018/06/11/f.jpg
2245,Coconut Product,Slug2245,They are known for the performance and the quality.They Promise you best and always deliver.,295,1,443,2016-03-05,2016-03-06,/products/2018/06/11/c.jpg
2246,Mature Coconut Water,Slug2246,Change the old habbit that you are forced with old system.We deliver the new and better system,899,1,314,2016-03-06,2016-03-07,/products/2018/06/11/i.jpg
2247,Coconut Water,Slug2247,They are known for the performance and the quality.They Promise you best and always deliver.,4659,1,283,2016-03-07,2016-03-08,/products/2018/06/11/e.jpg
2248,Coconut Juice,Slug2248,The retail veterans who once decided what to sell best prodcut in the world,2604,1,37,2016-03-08,2016-03-09,/products/2018/06/11/g.jpg
2249,Coconut Water,Slug2249,Change the old habbit that you are forced with old system.We deliver the new and better system,891,1,317,2016-03-09,2016-03-10,/products/2018/06/11/f.jpg
2250,Tender Coconut Water,Slug2250,The retail veterans who once decided what to sell best prodcut in the world,3017,1,264,2016-03-10,2016-03-11,/products/2018/06/11/i.jpg
2251,Multicolor Chair AEA 2004,Slug2251,They are known for the performance and the quality.They Promise you best and always deliver.,2605,1,278,2016-03-11,2016-03-12,/products/2018/06/11/b.jpg
2252,Moulded Designer Chair,Slug2252,Select and compare the latest features and innovations available in the new All other products.,3554,1,95,2016-03-12,2016-03-13,/products/2018/06/11/i.jpg
2253,Coconut Water,Slug2253,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,1648,1,266,2016-03-13,2016-03-14,/products/2018/06/11/i.jpg
2254,Tender Coconut Water,Slug2254,They are known for the performance and the quality.They Promise you best and always deliver.,2577,1,358,2016-03-14,2016-03-15,/products/2018/06/11/e.jpg
2255,Natural Coconut Water,Slug2255,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,3515,1,169,2016-03-15,2016-03-16,/products/2018/06/11/h.jpg
2256,Indian Coconut Water,Slug2256,Solve the Problem and make your system better,2711,1,326,2016-03-16,2016-03-17,/products/2018/06/11/a.jpg
2257,Coconut Water Powder,Slug2257,They are known for the performance and the quality.They Promise you best and always deliver.,2952,1,359,2016-03-17,2016-03-18,/products/2018/06/11/e.jpg
2258,Coconut Water,Slug2258,The retail veterans who once decided what to sell best prodcut in the world,2495,1,251,2016-03-18,2016-03-19,/products/2018/06/11/e.jpg
2259,Coconut Water Mix,Slug2259,Solve the Problem and make your system better,1780,1,295,2016-03-19,2016-03-20,/products/2018/06/11/h.jpg
2260,Coconut Water,Slug2260,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,2923,1,386,2016-03-20,2016-03-21,/products/2018/06/11/i.jpg
2261,Tender Coconut Water,Slug2261,The retail veterans who once decided what to sell best prodcut in the world,1494,1,297,2016-03-21,2016-03-22,/products/2018/06/11/c.jpg
2262,Jute Handle Bags,Slug2262,Select and compare the latest features and innovations available in the new All other products.,1553,1,115,2016-03-22,2016-03-23,/products/2018/06/11/g.jpg
2263,Corporate Jute Bags,Slug2263,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,925,1,459,2016-03-23,2016-03-24,/products/2018/06/11/a.jpg
2264,"Multicolor Plain With Lace Border Fancy Jute Bag, Size: Standard",Slug2264,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,4157,1,240,2016-03-24,2016-03-25,/products/2018/06/11/b.jpg
2265,Jute Shopping Bags,Slug2265,The retail veterans who once decided what to sell best prodcut in the world,4446,1,89,2016-03-25,2016-03-26,/products/2018/06/11/d.jpg
2266,Shopping Jute Bag,Slug2266,The retail veterans who once decided what to sell best prodcut in the world,2658,1,48,2016-03-26,2016-03-27,/products/2018/06/11/d.jpg
2267,Fashion Jute Bags,Slug2267,Change the old habbit that you are forced with old system.We deliver the new and better system,1919,1,212,2016-03-27,2016-03-28,/products/2018/06/11/h.jpg
2268,4 Bottles Jute Bag,Slug2268,Select and compare the latest features and innovations available in the new All other products.,2546,1,435,2016-03-28,2016-03-29,/products/2018/06/11/i.jpg
2269,Berry Jute Shopping Tote Bag,Slug2269,Solve the Problem and make your system better,845,1,384,2016-03-29,2016-03-30,/products/2018/06/11/h.jpg
2270,"Panton Handmade Shopping Handled Jute Bag, Capacity : 1kg",Slug2270,The retail veterans who once decided what to sell best prodcut in the world,3028,1,401,2016-03-30,2016-03-31,/products/2018/06/11/g.jpg
2271,"NIL Jute Bags, Size: 14 H x 12 W Inches",Slug2271,The retail veterans who once decided what to sell best prodcut in the world,1655,1,237,2016-03-31,2016-04-01,/products/2018/06/11/g.jpg
2272,Off White Srishti Eco Newspaper Print Jute Bags,Slug2272,Select and compare the latest features and innovations available in the new All other products.,4376,1,52,2016-04-01,2016-04-02,/products/2018/06/11/e.jpg
2273,Jute Gift Bags,Slug2273,They are known for the performance and the quality.They Promise you best and always deliver.,2134,1,417,2016-04-02,2016-04-03,/products/2018/06/11/a.jpg
2274,Plain Jute Hessian Bag,Slug2274,Solve the Problem and make your system better,3201,1,285,2016-04-03,2016-04-04,/products/2018/06/11/d.jpg
2275,100% Jute Bags,Slug2275,They are known for the performance and the quality.They Promise you best and always deliver.,1796,1,378,2016-04-04,2016-04-05,/products/2018/06/11/b.jpg
2276,Jute Shopping Bag,Slug2276,They are known for the performance and the quality.They Promise you best and always deliver.,3465,1,422,2016-04-05,2016-04-06,/products/2018/06/11/g.jpg
2277,"Natural And Brown Jute Designer Bags, 37 x 34 x 13 cm",Slug2277,Change the old habbit that you are forced with old system.We deliver the new and better system,4416,1,285,2016-04-06,2016-04-07,/products/2018/06/11/c.jpg
2278,Jute Bags,Slug2278,Select and compare the latest features and innovations available in the new All other products.,4090,1,242,2016-04-07,2016-04-08,/products/2018/06/11/d.jpg
2279,Jute Wedding Drawstring Bag,Slug2279,Select and compare the latest features and innovations available in the new All other products.,306,1,238,2016-04-08,2016-04-09,/products/2018/06/11/e.jpg
2280,Laminated Jute Bags,Slug2280,They are known for the performance and the quality.They Promise you best and always deliver.,2054,1,16,2016-04-09,2016-04-10,/products/2018/06/11/g.jpg
2281,Conference Jute Bag,Slug2281,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,1442,1,193,2016-04-10,2016-04-11,/products/2018/06/11/h.jpg
2282,Jute Travel Bag,Slug2282,Change the old habbit that you are forced with old system.We deliver the new and better system,3309,1,445,2016-04-11,2016-04-12,/products/2018/06/11/d.jpg
2283,LMC 100% JUTE Hydro Carbon Free Jute Bag For Coffee & Cocoa Packing,Slug2283,They are known for the performance and the quality.They Promise you best and always deliver.,2588,1,324,2016-04-12,2016-04-13,/products/2018/06/11/h.jpg
2284,Lal10 Jute designer bag,Slug2284,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,2757,1,142,2016-04-13,2016-04-14,/products/2018/06/11/f.jpg
2285,Jute Red And White Floral Print Bag,Slug2285,Select and compare the latest features and innovations available in the new All other products.,2076,1,301,2016-04-14,2016-04-15,/products/2018/06/11/a.jpg
2286,"Jute Fabric Jute Printed Bags, Capacity : 1 - 10 Kg",Slug2286,Change the old habbit that you are forced with old system.We deliver the new and better system,4041,1,61,2016-04-15,2016-04-16,/products/2018/06/11/h.jpg
